1,4,7,8,13,17,18,78
49,Masters,Exec-managerial,Unmarried,45,49 Exec-managerial,49 Unmarried,Exec-managerial Unmarried
28,HS-grad,Craft-repair,Husband,40,28 Craft-repair,28 Husband,Craft-repair Husband
57,Bachelors,Prof-specialty,Husband,40,57 Prof-specialty,57 Husband,Prof-specialty Husband
33,Some-college,Sales,Not-in-family,65,33 Sales,33 Not-in-family,Sales Not-in-family
49,Bachelors,Adm-clerical,Husband,40,49 Adm-clerical,49 Husband,Adm-clerical Husband
74,Doctorate,Prof-specialty,Other-relative,20,74 Prof-specialty,74 Other-relative,Prof-specialty Other-relative
48,Bachelors,Exec-managerial,Husband,45,48 Exec-managerial,48 Husband,Exec-managerial Husband
38,Bachelors,Exec-managerial,Husband,40,38 Exec-managerial,38 Husband,Exec-managerial Husband
39,HS-grad,Machine-op-inspct,Not-in-family,40,39 Machine-op-inspct,39 Not-in-family,Machine-op-inspct Not-in-family
46,Bachelors,Exec-managerial,Husband,65,46 Exec-managerial,46 Husband,Exec-managerial Husband
56,Bachelors,Prof-specialty,Husband,40,56 Prof-specialty,56 Husband,Prof-specialty Husband
27,Bachelors,Exec-managerial,Husband,40,27 Exec-managerial,27 Husband,Exec-managerial Husband
17,11th,Priv-house-serv,Own-child,40,17 Priv-house-serv,17 Own-child,Priv-house-serv Own-child
28,9th,Prof-specialty,Not-in-family,40,28 Prof-specialty,28 Not-in-family,Prof-specialty Not-in-family
18,10th,noValueSetHere123156456,Own-child,40,18 noValueSetHere123156456,18 Own-child,noValueSetHere123156456 Own-child
42,Masters,Adm-clerical,Not-in-family,25,42 Adm-clerical,42 Not-in-family,Adm-clerical Not-in-family
39,Some-college,Adm-clerical,Unmarried,40,39 Adm-clerical,39 Unmarried,Adm-clerical Unmarried
29,HS-grad,Farming-fishing,Husband,40,29 Farming-fishing,29 Husband,Farming-fishing Husband
21,Some-college,Prof-specialty,Own-child,10,21 Prof-specialty,21 Own-child,Prof-specialty Own-child
36,Some-college,Adm-clerical,Unmarried,40,36 Adm-clerical,36 Unmarried,Adm-clerical Unmarried
56,10th,Machine-op-inspct,Unmarried,40,56 Machine-op-inspct,56 Unmarried,Machine-op-inspct Unmarried
49,5th-6th,Craft-repair,Husband,40,49 Craft-repair,49 Husband,Craft-repair Husband
47,Some-college,Sales,Husband,80,47 Sales,47 Husband,Sales Husband
44,Some-college,Adm-clerical,Unmarried,40,44 Adm-clerical,44 Unmarried,Adm-clerical Unmarried
40,1st-4th,Other-service,Not-in-family,45,40 Other-service,40 Not-in-family,Other-service Not-in-family
43,Bachelors,Exec-managerial,Husband,40,43 Exec-managerial,43 Husband,Exec-managerial Husband
62,12th,Farming-fishing,Husband,48,62 Farming-fishing,62 Husband,Farming-fishing Husband
52,Prof-school,Prof-specialty,Wife,30,52 Prof-specialty,52 Wife,Prof-specialty Wife
25,HS-grad,Other-service,Unmarried,40,25 Other-service,25 Unmarried,Other-service Unmarried
63,Masters,Prof-specialty,Not-in-family,70,63 Prof-specialty,63 Not-in-family,Prof-specialty Not-in-family
51,Doctorate,Prof-specialty,Husband,99,51 Prof-specialty,51 Husband,Prof-specialty Husband
25,HS-grad,Adm-clerical,Own-child,40,25 Adm-clerical,25 Own-child,Adm-clerical Own-child
62,Some-college,noValueSetHere123156456,Husband,40,62 noValueSetHere123156456,62 Husband,noValueSetHere123156456 Husband
27,HS-grad,Sales,Not-in-family,40,27 Sales,27 Not-in-family,Sales Not-in-family
48,Some-college,Adm-clerical,Not-in-family,30,48 Adm-clerical,48 Not-in-family,Adm-clerical Not-in-family
32,HS-grad,Transport-moving,Husband,40,32 Transport-moving,32 Husband,Transport-moving Husband
36,Some-college,Sales,Husband,45,36 Sales,36 Husband,Sales Husband
30,HS-grad,Craft-repair,Not-in-family,40,30 Craft-repair,30 Not-in-family,Craft-repair Not-in-family
45,Masters,Exec-managerial,Unmarried,40,45 Exec-managerial,45 Unmarried,Exec-managerial Unmarried
27,HS-grad,Transport-moving,Husband,50,27 Transport-moving,27 Husband,Transport-moving Husband
41,Bachelors,Other-service,Not-in-family,37,41 Other-service,41 Not-in-family,Other-service Not-in-family
61,HS-grad,Other-service,Husband,40,61 Other-service,61 Husband,Other-service Husband
70,Bachelors,Exec-managerial,Unmarried,55,70 Exec-managerial,70 Unmarried,Exec-managerial Unmarried
55,11th,Machine-op-inspct,Not-in-family,40,55 Machine-op-inspct,55 Not-in-family,Machine-op-inspct Not-in-family
35,Bachelors,Other-service,Not-in-family,45,35 Other-service,35 Not-in-family,Other-service Not-in-family
36,Assoc-voc,Handlers-cleaners,Husband,38,36 Handlers-cleaners,36 Husband,Handlers-cleaners Husband
29,Some-college,Tech-support,Own-child,60,29 Tech-support,29 Own-child,Tech-support Own-child
30,Bachelors,Other-service,Wife,40,30 Other-service,30 Wife,Other-service Wife
45,11th,Craft-repair,Husband,40,45 Craft-repair,45 Husband,Craft-repair Husband
39,Bachelors,Prof-specialty,Unmarried,60,39 Prof-specialty,39 Unmarried,Prof-specialty Unmarried
18,HS-grad,Other-service,Own-child,20,18 Other-service,18 Own-child,Other-service Own-child
28,HS-grad,Transport-moving,Husband,40,28 Transport-moving,28 Husband,Transport-moving Husband
27,Bachelors,Exec-managerial,Husband,45,27 Exec-managerial,27 Husband,Exec-managerial Husband
38,HS-grad,Machine-op-inspct,Not-in-family,40,38 Machine-op-inspct,38 Not-in-family,Machine-op-inspct Not-in-family
33,HS-grad,Craft-repair,Husband,40,33 Craft-repair,33 Husband,Craft-repair Husband
25,HS-grad,Transport-moving,Husband,40,25 Transport-moving,25 Husband,Transport-moving Husband
25,HS-grad,noValueSetHere123156456,Wife,4,25 noValueSetHere123156456,25 Wife,noValueSetHere123156456 Wife
38,11th,Other-service,Own-child,40,38 Other-service,38 Own-child,Other-service Own-child
23,Some-college,Farming-fishing,Unmarried,45,23 Farming-fishing,23 Unmarried,Farming-fishing Unmarried
40,Assoc-voc,Prof-specialty,Unmarried,40,40 Prof-specialty,40 Unmarried,Prof-specialty Unmarried
36,HS-grad,Exec-managerial,Husband,50,36 Exec-managerial,36 Husband,Exec-managerial Husband
20,Some-college,Sales,Own-child,20,20 Sales,20 Own-child,Sales Own-child
41,HS-grad,Machine-op-inspct,Husband,48,41 Machine-op-inspct,41 Husband,Machine-op-inspct Husband
44,Some-college,Adm-clerical,Unmarried,38,44 Adm-clerical,44 Unmarried,Adm-clerical Unmarried
49,Bachelors,Adm-clerical,Husband,40,49 Adm-clerical,49 Husband,Adm-clerical Husband
22,Assoc-acdm,Adm-clerical,Not-in-family,40,22 Adm-clerical,22 Not-in-family,Adm-clerical Not-in-family
26,Some-college,Adm-clerical,Not-in-family,40,26 Adm-clerical,26 Not-in-family,Adm-clerical Not-in-family
47,Assoc-acdm,Craft-repair,Husband,40,47 Craft-repair,47 Husband,Craft-repair Husband
48,HS-grad,Other-service,Unmarried,25,48 Other-service,48 Unmarried,Other-service Unmarried
28,HS-grad,Exec-managerial,Own-child,40,28 Exec-managerial,28 Own-child,Exec-managerial Own-child
37,Some-college,Exec-managerial,Not-in-family,55,37 Exec-managerial,37 Not-in-family,Exec-managerial Not-in-family
44,Bachelors,Prof-specialty,Husband,40,44 Prof-specialty,44 Husband,Prof-specialty Husband
20,12th,noValueSetHere123156456,Not-in-family,35,20 noValueSetHere123156456,20 Not-in-family,noValueSetHere123156456 Not-in-family
53,Bachelors,Adm-clerical,Husband,40,53 Adm-clerical,53 Husband,Adm-clerical Husband
36,Masters,Exec-managerial,Not-in-family,15,36 Exec-managerial,36 Not-in-family,Exec-managerial Not-in-family
77,7th-8th,Machine-op-inspct,Husband,30,77 Machine-op-inspct,77 Husband,Machine-op-inspct Husband
21,HS-grad,Other-service,Own-child,35,21 Other-service,21 Own-child,Other-service Own-child
24,Bachelors,Adm-clerical,Not-in-family,40,24 Adm-clerical,24 Not-in-family,Adm-clerical Not-in-family
30,Assoc-acdm,Tech-support,Not-in-family,40,30 Tech-support,30 Not-in-family,Tech-support Not-in-family
51,Assoc-voc,Adm-clerical,Unmarried,50,51 Adm-clerical,51 Unmarried,Adm-clerical Unmarried
22,Some-college,Sales,Own-child,30,22 Sales,22 Own-child,Sales Own-child
23,Some-college,Sales,Own-child,25,23 Sales,23 Own-child,Sales Own-child
47,Doctorate,Exec-managerial,Husband,50,47 Exec-managerial,47 Husband,Exec-managerial Husband
17,12th,Sales,Own-child,20,17 Sales,17 Own-child,Sales Own-child
48,Bachelors,Other-service,Not-in-family,50,48 Other-service,48 Not-in-family,Other-service Not-in-family
43,Some-college,Exec-managerial,Husband,40,43 Exec-managerial,43 Husband,Exec-managerial Husband
34,12th,Craft-repair,Husband,40,34 Craft-repair,34 Husband,Craft-repair Husband
19,HS-grad,Adm-clerical,Own-child,35,19 Adm-clerical,19 Own-child,Adm-clerical Own-child
42,Some-college,Exec-managerial,Not-in-family,40,42 Exec-managerial,42 Not-in-family,Exec-managerial Not-in-family
23,Bachelors,Exec-managerial,Own-child,40,23 Exec-managerial,23 Own-child,Exec-managerial Own-child
61,Prof-school,Prof-specialty,Husband,50,61 Prof-specialty,61 Husband,Prof-specialty Husband
63,11th,Other-service,Husband,30,63 Other-service,63 Husband,Other-service Husband
65,HS-grad,Sales,Unmarried,40,65 Sales,65 Unmarried,Sales Unmarried
37,Assoc-voc,Adm-clerical,Husband,40,37 Adm-clerical,37 Husband,Adm-clerical Husband
41,Assoc-acdm,Tech-support,Husband,40,41 Tech-support,41 Husband,Tech-support Husband
35,Some-college,Protective-serv,Husband,40,35 Protective-serv,35 Husband,Protective-serv Husband
21,HS-grad,Sales,Other-relative,40,21 Sales,21 Other-relative,Sales Other-relative
48,Bachelors,Adm-clerical,Unmarried,35,48 Adm-clerical,48 Unmarried,Adm-clerical Unmarried
51,Some-college,Sales,Husband,40,51 Sales,51 Husband,Sales Husband
43,Bachelors,Sales,Husband,55,43 Sales,43 Husband,Sales Husband
22,Some-college,Prof-specialty,Not-in-family,15,22 Prof-specialty,22 Not-in-family,Prof-specialty Not-in-family
56,Some-college,Craft-repair,Husband,60,56 Craft-repair,56 Husband,Craft-repair Husband
47,HS-grad,Adm-clerical,Not-in-family,40,47 Adm-clerical,47 Not-in-family,Adm-clerical Not-in-family
26,Bachelors,Adm-clerical,Own-child,24,26 Adm-clerical,26 Own-child,Adm-clerical Own-child
39,Some-college,Other-service,Wife,24,39 Other-service,39 Wife,Other-service Wife
45,Some-college,Farming-fishing,Own-child,75,45 Farming-fishing,45 Own-child,Farming-fishing Own-child
49,HS-grad,Other-service,Unmarried,40,49 Other-service,49 Unmarried,Other-service Unmarried
23,HS-grad,Handlers-cleaners,Not-in-family,30,23 Handlers-cleaners,23 Not-in-family,Handlers-cleaners Not-in-family
69,HS-grad,Adm-clerical,Husband,36,69 Adm-clerical,69 Husband,Adm-clerical Husband
41,Masters,Exec-managerial,Husband,60,41 Exec-managerial,41 Husband,Exec-managerial Husband
40,HS-grad,Exec-managerial,Other-relative,40,40 Exec-managerial,40 Other-relative,Exec-managerial Other-relative
25,HS-grad,Machine-op-inspct,Not-in-family,40,25 Machine-op-inspct,25 Not-in-family,Machine-op-inspct Not-in-family
52,HS-grad,Handlers-cleaners,Unmarried,40,52 Handlers-cleaners,52 Unmarried,Handlers-cleaners Unmarried
28,Some-college,Prof-specialty,Not-in-family,50,28 Prof-specialty,28 Not-in-family,Prof-specialty Not-in-family
50,Assoc-acdm,Craft-repair,Husband,40,50 Craft-repair,50 Husband,Craft-repair Husband
21,Assoc-voc,Tech-support,Own-child,30,21 Tech-support,21 Own-child,Tech-support Own-child
48,Some-college,Sales,Husband,40,48 Sales,48 Husband,Sales Husband
27,Prof-school,Prof-specialty,Husband,42,27 Prof-specialty,27 Husband,Prof-specialty Husband
63,HS-grad,Craft-repair,Husband,30,63 Craft-repair,63 Husband,Craft-repair Husband
47,Doctorate,Prof-specialty,Husband,40,47 Prof-specialty,47 Husband,Prof-specialty Husband
37,Doctorate,Prof-specialty,Not-in-family,45,37 Prof-specialty,37 Not-in-family,Prof-specialty Not-in-family
28,Some-college,Sales,Husband,40,28 Sales,28 Husband,Sales Husband
58,HS-grad,Adm-clerical,Not-in-family,40,58 Adm-clerical,58 Not-in-family,Adm-clerical Not-in-family
41,Some-college,Sales,Husband,51,41 Sales,41 Husband,Sales Husband
67,Some-college,Sales,Husband,40,67 Sales,67 Husband,Sales Husband
62,HS-grad,Sales,Wife,48,62 Sales,62 Wife,Sales Wife
28,Some-college,Handlers-cleaners,Husband,40,28 Handlers-cleaners,28 Husband,Handlers-cleaners Husband
26,12th,Handlers-cleaners,Own-child,40,26 Handlers-cleaners,26 Own-child,Handlers-cleaners Own-child
46,Prof-school,Prof-specialty,Husband,65,46 Prof-specialty,46 Husband,Prof-specialty Husband
29,HS-grad,Craft-repair,Husband,40,29 Craft-repair,29 Husband,Craft-repair Husband
39,Bachelors,Craft-repair,Husband,40,39 Craft-repair,39 Husband,Craft-repair Husband
25,Masters,Prof-specialty,Own-child,35,25 Prof-specialty,25 Own-child,Prof-specialty Own-child
20,Some-college,Sales,Not-in-family,35,20 Sales,20 Not-in-family,Sales Not-in-family
21,Some-college,Adm-clerical,Own-child,40,21 Adm-clerical,21 Own-child,Adm-clerical Own-child
25,Bachelors,Prof-specialty,Not-in-family,50,25 Prof-specialty,25 Not-in-family,Prof-specialty Not-in-family
44,Prof-school,Prof-specialty,Husband,50,44 Prof-specialty,44 Husband,Prof-specialty Husband
37,HS-grad,Adm-clerical,Own-child,38,37 Adm-clerical,37 Own-child,Adm-clerical Own-child
50,Masters,Exec-managerial,Husband,40,50 Exec-managerial,50 Husband,Exec-managerial Husband
29,HS-grad,Adm-clerical,Unmarried,40,29 Adm-clerical,29 Unmarried,Adm-clerical Unmarried
18,Some-college,Sales,Own-child,21,18 Sales,18 Own-child,Sales Own-child
32,Bachelors,Exec-managerial,Unmarried,40,32 Exec-managerial,32 Unmarried,Exec-managerial Unmarried
58,Assoc-voc,Adm-clerical,Not-in-family,60,58 Adm-clerical,58 Not-in-family,Adm-clerical Not-in-family
50,HS-grad,Craft-repair,Husband,40,50 Craft-repair,50 Husband,Craft-repair Husband
29,Some-college,Other-service,Not-in-family,18,29 Other-service,29 Not-in-family,Other-service Not-in-family
58,HS-grad,Exec-managerial,Husband,60,58 Exec-managerial,58 Husband,Exec-managerial Husband
29,Some-college,Other-service,Own-child,40,29 Other-service,29 Own-child,Other-service Own-child
36,HS-grad,Transport-moving,Husband,45,36 Transport-moving,36 Husband,Transport-moving Husband
21,HS-grad,Craft-repair,Not-in-family,35,21 Craft-repair,21 Not-in-family,Craft-repair Not-in-family
49,HS-grad,Exec-managerial,Unmarried,40,49 Exec-managerial,49 Unmarried,Exec-managerial Unmarried
60,Masters,Prof-specialty,Not-in-family,50,60 Prof-specialty,60 Not-in-family,Prof-specialty Not-in-family
39,Some-college,Sales,Husband,50,39 Sales,39 Husband,Sales Husband
50,Assoc-acdm,Craft-repair,Husband,40,50 Craft-repair,50 Husband,Craft-repair Husband
30,Some-college,Sales,Not-in-family,48,30 Sales,30 Not-in-family,Sales Not-in-family
55,HS-grad,Other-service,Not-in-family,40,55 Other-service,55 Not-in-family,Other-service Not-in-family
64,HS-grad,Transport-moving,Unmarried,20,64 Transport-moving,64 Unmarried,Transport-moving Unmarried
29,Assoc-acdm,Prof-specialty,Other-relative,40,29 Prof-specialty,29 Other-relative,Prof-specialty Other-relative
40,Bachelors,Exec-managerial,Husband,40,40 Exec-managerial,40 Husband,Exec-managerial Husband
42,HS-grad,Craft-repair,Husband,50,42 Craft-repair,42 Husband,Craft-repair Husband
55,HS-grad,Sales,Unmarried,40,55 Sales,55 Unmarried,Sales Unmarried
43,HS-grad,Transport-moving,Not-in-family,45,43 Transport-moving,43 Not-in-family,Transport-moving Not-in-family
28,12th,Sales,Not-in-family,40,28 Sales,28 Not-in-family,Sales Not-in-family
46,Assoc-acdm,Tech-support,Husband,38,46 Tech-support,46 Husband,Tech-support Husband
34,HS-grad,Machine-op-inspct,Unmarried,40,34 Machine-op-inspct,34 Unmarried,Machine-op-inspct Unmarried
47,Masters,Adm-clerical,Wife,38,47 Adm-clerical,47 Wife,Adm-clerical Wife
43,Masters,Exec-managerial,Not-in-family,40,43 Exec-managerial,43 Not-in-family,Exec-managerial Not-in-family
24,Some-college,Adm-clerical,Own-child,25,24 Adm-clerical,24 Own-child,Adm-clerical Own-child
21,11th,Craft-repair,Husband,40,21 Craft-repair,21 Husband,Craft-repair Husband
65,Bachelors,Craft-repair,Husband,40,65 Craft-repair,65 Husband,Craft-repair Husband
20,Some-college,Other-service,Not-in-family,40,20 Other-service,20 Not-in-family,Other-service Not-in-family
31,Masters,Adm-clerical,Not-in-family,25,31 Adm-clerical,31 Not-in-family,Adm-clerical Not-in-family
38,HS-grad,Adm-clerical,Husband,40,38 Adm-clerical,38 Husband,Adm-clerical Husband
22,Some-college,Sales,Not-in-family,40,22 Sales,22 Not-in-family,Sales Not-in-family
20,Some-college,Prof-specialty,Not-in-family,20,20 Prof-specialty,20 Not-in-family,Prof-specialty Not-in-family
44,Some-college,Sales,Husband,60,44 Sales,44 Husband,Sales Husband
44,Masters,Prof-specialty,Wife,40,44 Prof-specialty,44 Wife,Prof-specialty Wife
41,Doctorate,Prof-specialty,Husband,60,41 Prof-specialty,41 Husband,Prof-specialty Husband
38,HS-grad,Craft-repair,Not-in-family,40,38 Craft-repair,38 Not-in-family,Craft-repair Not-in-family
21,Some-college,Other-service,Own-child,25,21 Other-service,21 Own-child,Other-service Own-child
24,Some-college,Sales,Unmarried,30,24 Sales,24 Unmarried,Sales Unmarried
24,Masters,Prof-specialty,Not-in-family,45,24 Prof-specialty,24 Not-in-family,Prof-specialty Not-in-family
28,HS-grad,Adm-clerical,Own-child,40,28 Adm-clerical,28 Own-child,Adm-clerical Own-child
39,Bachelors,Exec-managerial,Not-in-family,35,39 Exec-managerial,39 Not-in-family,Exec-managerial Not-in-family
48,Some-college,Craft-repair,Not-in-family,40,48 Craft-repair,48 Not-in-family,Craft-repair Not-in-family
24,HS-grad,Protective-serv,Not-in-family,40,24 Protective-serv,24 Not-in-family,Protective-serv Not-in-family
50,HS-grad,Prof-specialty,Husband,35,50 Prof-specialty,50 Husband,Prof-specialty Husband
50,Some-college,Craft-repair,Husband,55,50 Craft-repair,50 Husband,Craft-repair Husband
68,Some-college,Adm-clerical,Husband,40,68 Adm-clerical,68 Husband,Adm-clerical Husband
31,Masters,Prof-specialty,Husband,50,31 Prof-specialty,31 Husband,Prof-specialty Husband
22,1st-4th,Craft-repair,Not-in-family,40,22 Craft-repair,22 Not-in-family,Craft-repair Not-in-family
18,Some-college,noValueSetHere123156456,Own-child,48,18 noValueSetHere123156456,18 Own-child,noValueSetHere123156456 Own-child
25,HS-grad,Machine-op-inspct,Not-in-family,40,25 Machine-op-inspct,25 Not-in-family,Machine-op-inspct Not-in-family
28,Some-college,Sales,Not-in-family,40,28 Sales,28 Not-in-family,Sales Not-in-family
17,11th,Adm-clerical,Own-child,15,17 Adm-clerical,17 Own-child,Adm-clerical Own-child
24,Doctorate,Prof-specialty,Not-in-family,99,24 Prof-specialty,24 Not-in-family,Prof-specialty Not-in-family
20,10th,Sales,Not-in-family,36,20 Sales,20 Not-in-family,Sales Not-in-family
45,Assoc-acdm,Adm-clerical,Husband,40,45 Adm-clerical,45 Husband,Adm-clerical Husband
44,Some-college,Craft-repair,Unmarried,45,44 Craft-repair,44 Unmarried,Craft-repair Unmarried
57,7th-8th,Craft-repair,Husband,40,57 Craft-repair,57 Husband,Craft-repair Husband
33,Bachelors,Sales,Husband,55,33 Sales,33 Husband,Sales Husband
24,Bachelors,noValueSetHere123156456,Own-child,40,24 noValueSetHere123156456,24 Own-child,noValueSetHere123156456 Own-child
22,Some-college,Protective-serv,Own-child,24,22 Protective-serv,22 Own-child,Protective-serv Own-child
41,HS-grad,Other-service,Not-in-family,40,41 Other-service,41 Not-in-family,Other-service Not-in-family
51,Bachelors,Exec-managerial,Husband,40,51 Exec-managerial,51 Husband,Exec-managerial Husband
46,Bachelors,Prof-specialty,Unmarried,40,46 Prof-specialty,46 Unmarried,Prof-specialty Unmarried
52,HS-grad,Machine-op-inspct,Not-in-family,38,52 Machine-op-inspct,52 Not-in-family,Machine-op-inspct Not-in-family
50,Bachelors,Sales,Husband,40,50 Sales,50 Husband,Sales Husband
26,Bachelors,Adm-clerical,Own-child,50,26 Adm-clerical,26 Own-child,Adm-clerical Own-child
17,10th,Sales,Other-relative,12,17 Sales,17 Other-relative,Sales Other-relative
64,Some-college,Exec-managerial,Husband,40,64 Exec-managerial,64 Husband,Exec-managerial Husband
51,HS-grad,Tech-support,Husband,40,51 Tech-support,51 Husband,Tech-support Husband
28,HS-grad,Prof-specialty,Husband,35,28 Prof-specialty,28 Husband,Prof-specialty Husband
51,Bachelors,Adm-clerical,Not-in-family,40,51 Adm-clerical,51 Not-in-family,Adm-clerical Not-in-family
39,Bachelors,Adm-clerical,Not-in-family,40,39 Adm-clerical,39 Not-in-family,Adm-clerical Not-in-family
48,Some-college,Other-service,Unmarried,32,48 Other-service,48 Unmarried,Other-service Unmarried
44,Some-college,Other-service,Own-child,40,44 Other-service,44 Own-child,Other-service Own-child
47,11th,Other-service,Husband,40,47 Other-service,47 Husband,Other-service Husband
52,HS-grad,Craft-repair,Own-child,40,52 Craft-repair,52 Own-child,Craft-repair Own-child
58,Some-college,Adm-clerical,Not-in-family,39,58 Adm-clerical,58 Not-in-family,Adm-clerical Not-in-family
19,11th,Other-service,Not-in-family,40,19 Other-service,19 Not-in-family,Other-service Not-in-family
40,Bachelors,Tech-support,Husband,40,40 Tech-support,40 Husband,Tech-support Husband
23,Some-college,Adm-clerical,Own-child,40,23 Adm-clerical,23 Own-child,Adm-clerical Own-child
31,Bachelors,Other-service,Husband,40,31 Other-service,31 Husband,Other-service Husband
40,Assoc-acdm,Exec-managerial,Husband,40,40 Exec-managerial,40 Husband,Exec-managerial Husband
48,Some-college,Sales,Husband,38,48 Sales,48 Husband,Sales Husband
46,Masters,Exec-managerial,Not-in-family,50,46 Exec-managerial,46 Not-in-family,Exec-managerial Not-in-family
32,HS-grad,Handlers-cleaners,Wife,40,32 Handlers-cleaners,32 Wife,Handlers-cleaners Wife
50,HS-grad,Craft-repair,Husband,40,50 Craft-repair,50 Husband,Craft-repair Husband
18,HS-grad,Machine-op-inspct,Not-in-family,37,18 Machine-op-inspct,18 Not-in-family,Machine-op-inspct Not-in-family
26,Masters,Exec-managerial,Not-in-family,30,26 Exec-managerial,26 Not-in-family,Exec-managerial Not-in-family
36,Bachelors,Sales,Not-in-family,20,36 Sales,36 Not-in-family,Sales Not-in-family
26,Assoc-voc,Sales,Own-child,35,26 Sales,26 Own-child,Sales Own-child
19,Some-college,Sales,Own-child,15,19 Sales,19 Own-child,Sales Own-child
53,Assoc-acdm,Exec-managerial,Husband,40,53 Exec-managerial,53 Husband,Exec-managerial Husband
54,Some-college,Sales,Not-in-family,41,54 Sales,54 Not-in-family,Sales Not-in-family
29,Some-college,Adm-clerical,Own-child,6,29 Adm-clerical,29 Own-child,Adm-clerical Own-child
81,Masters,Prof-specialty,Unmarried,60,81 Prof-specialty,81 Unmarried,Prof-specialty Unmarried
37,Masters,Prof-specialty,Not-in-family,38,37 Prof-specialty,37 Not-in-family,Prof-specialty Not-in-family
40,Assoc-voc,Transport-moving,Not-in-family,50,40 Transport-moving,40 Not-in-family,Transport-moving Not-in-family
36,Some-college,Adm-clerical,Unmarried,40,36 Adm-clerical,36 Unmarried,Adm-clerical Unmarried
18,12th,Adm-clerical,Own-child,30,18 Adm-clerical,18 Own-child,Adm-clerical Own-child
44,11th,Tech-support,Not-in-family,40,44 Tech-support,44 Not-in-family,Tech-support Not-in-family
36,HS-grad,Other-service,Unmarried,35,36 Other-service,36 Unmarried,Other-service Unmarried
69,Doctorate,Prof-specialty,Husband,50,69 Prof-specialty,69 Husband,Prof-specialty Husband
17,12th,Prof-specialty,Own-child,7,17 Prof-specialty,17 Own-child,Prof-specialty Own-child
38,Assoc-voc,Craft-repair,Husband,40,38 Craft-repair,38 Husband,Craft-repair Husband
27,HS-grad,Machine-op-inspct,Unmarried,40,27 Machine-op-inspct,27 Unmarried,Machine-op-inspct Unmarried
52,Assoc-acdm,Exec-managerial,Husband,40,52 Exec-managerial,52 Husband,Exec-managerial Husband
24,Assoc-acdm,Sales,Not-in-family,35,24 Sales,24 Not-in-family,Sales Not-in-family
57,Bachelors,Exec-managerial,Wife,40,57 Exec-managerial,57 Wife,Exec-managerial Wife
19,10th,Machine-op-inspct,Own-child,40,19 Machine-op-inspct,19 Own-child,Machine-op-inspct Own-child
38,HS-grad,Craft-repair,Not-in-family,50,38 Craft-repair,38 Not-in-family,Craft-repair Not-in-family
46,7th-8th,Priv-house-serv,Unmarried,24,46 Priv-house-serv,46 Unmarried,Priv-house-serv Unmarried
21,HS-grad,Prof-specialty,Own-child,40,21 Prof-specialty,21 Own-child,Prof-specialty Own-child
29,Some-college,Adm-clerical,Not-in-family,40,29 Adm-clerical,29 Not-in-family,Adm-clerical Not-in-family
33,Some-college,noValueSetHere123156456,Not-in-family,40,33 noValueSetHere123156456,33 Not-in-family,noValueSetHere123156456 Not-in-family
26,HS-grad,Farming-fishing,Husband,70,26 Farming-fishing,26 Husband,Farming-fishing Husband
28,HS-grad,Farming-fishing,Not-in-family,55,28 Farming-fishing,28 Not-in-family,Farming-fishing Not-in-family
26,Some-college,Sales,Wife,40,26 Sales,26 Wife,Sales Wife
37,Prof-school,noValueSetHere123156456,Husband,6,37 noValueSetHere123156456,37 Husband,noValueSetHere123156456 Husband
49,Bachelors,Other-service,Husband,40,49 Other-service,49 Husband,Other-service Husband
28,Bachelors,Exec-managerial,Husband,55,28 Exec-managerial,28 Husband,Exec-managerial Husband
57,Some-college,Other-service,Not-in-family,40,57 Other-service,57 Not-in-family,Other-service Not-in-family
60,7th-8th,Transport-moving,Husband,40,60 Transport-moving,60 Husband,Transport-moving Husband
20,HS-grad,noValueSetHere123156456,Own-child,25,20 noValueSetHere123156456,20 Own-child,noValueSetHere123156456 Own-child
38,HS-grad,Adm-clerical,Husband,42,38 Adm-clerical,38 Husband,Adm-clerical Husband
51,HS-grad,Craft-repair,Husband,60,51 Craft-repair,51 Husband,Craft-repair Husband
60,Some-college,Adm-clerical,Not-in-family,40,60 Adm-clerical,60 Not-in-family,Adm-clerical Not-in-family
37,Bachelors,Exec-managerial,Other-relative,47,37 Exec-managerial,37 Other-relative,Exec-managerial Other-relative
44,HS-grad,Craft-repair,Own-child,40,44 Craft-repair,44 Own-child,Craft-repair Own-child
19,Some-college,Other-service,Own-child,25,19 Other-service,19 Own-child,Other-service Own-child
59,Masters,Craft-repair,Wife,35,59 Craft-repair,59 Wife,Craft-repair Wife
50,HS-grad,Other-service,Husband,40,50 Other-service,50 Husband,Other-service Husband
35,Bachelors,Craft-repair,Husband,40,35 Craft-repair,35 Husband,Craft-repair Husband
46,Some-college,Machine-op-inspct,Unmarried,40,46 Machine-op-inspct,46 Unmarried,Machine-op-inspct Unmarried
18,Some-college,Sales,Own-child,35,18 Sales,18 Own-child,Sales Own-child
32,5th-6th,Machine-op-inspct,Husband,40,32 Machine-op-inspct,32 Husband,Machine-op-inspct Husband
32,Assoc-voc,Other-service,Unmarried,40,32 Other-service,32 Unmarried,Other-service Unmarried
39,HS-grad,Craft-repair,Husband,40,39 Craft-repair,39 Husband,Craft-repair Husband
25,HS-grad,Craft-repair,Other-relative,40,25 Craft-repair,25 Other-relative,Craft-repair Other-relative
30,Masters,Exec-managerial,Husband,60,30 Exec-managerial,30 Husband,Exec-managerial Husband
